丁,秨絃基,程蔼基,程基,Μ絃基,Θユ秖,MA5,MA10,DIF12-26,MACD9,OSC,磕戈(じ),畉肂(じ),禦秈(じ),芥(じ),瞷纕(眎),ㄏノ瞯,磕ㄩ(眎),畉肂(眎),禦秈(眎),芥(眎),ㄩ纕(眎),ㄏノ瞯,ㄩ緇肂(眎),畉肂(眎),ㄩ(眎),临ㄩ(眎),讽≧眎计,讽≧瞯,戈ㄩが╄(眎),瞷讽≧(眎),讽≧ゑ瞯,禦秈,芥,禦芥禬(じ),戈仓璸禦芥禬(じ),禦秈(じ),芥(じ),戈ゑㄒ,禦芥禬(じ),щ獺仓璸禦芥禬(じ),禦秈(じ),芥(じ),щ獺ゑㄒ,禦芥禬(じ),犁坝仓璸禦芥禬(じ),禦秈(じ),芥(じ),犁坝ゑㄒ,禦芥禬(じ),猭仓璸禦芥禬(じ),禦秈(じ),芥(じ),猭ゑㄒ,禦芥畉,禦秈,芥
2010/9/2,7764.8,7780.53,7715.31,7720.82,1168.22,1049.44,1166.66,-22.4,13.66,-36.06,2771货,-5.27货,145货,147货,9893,N/A,56.7窾,2.50窾,3.76窾,6.58窾,3149,N/A,471窾,11.3窾,17.5窾,6.17窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.9货,30190货,204货,172货,N/A,6.80货,-954货,32.4货,25.6货,N/A,-4.02货,554货,34.0货,38.0货,N/A,34.7货,29754货,270货,235货,N/A,N/A,N/A,N/A
2010/9/3,7770.93,7830.21,7770.93,7830.21,1327.15,1128.45,1196.31,-17.24,7.48,-24.72,2789货,17.2货,172货,152货,1.57窾,N/A,58.0窾,1.29窾,4.65窾,6.26窾,3190,N/A,466窾,-4.72窾,17.0窾,21.7窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.2货,30205货,219货,204货,N/A,10.8货,-944货,37.9货,27.0货,N/A,22.4货,577货,51.5货,29.1货,N/A,48.5货,29802货,308货,260货,N/A,N/A,N/A,N/A
2010/9/6,7879.7,7902.56,7841.83,7890.95,1285.87,1208.61,1200.74,-7.72,4.44,-12.16,2799货,10.8货,176货,164货,7524,N/A,58.3窾,3215,4.25窾,4.70窾,1289,N/A,472窾,5.66窾,10.2窾,4.52窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.5货,30276货,193货,123货,N/A,2.17货,-941货,33.1货,31.0货,N/A,15.7货,592货,50.0货,34.2货,N/A,88.4货,29891货,276货,188货,N/A,N/A,N/A,N/A
2010/9/7,7914.38,7922.07,7876.67,7884.4,1271.56,1228.68,1194.59,0.65,3.68,-3.03,2808货,8.22货,175货,166货,7795,N/A,57.9窾,-4086,4.18窾,3.93窾,1601,N/A,471窾,-1.10窾,7.61窾,8.71窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,54.2货,30330货,168货,113货,N/A,1086窾,-941货,30.2货,30.1货,N/A,10.9货,603货,47.2货,36.4货,N/A,65.2货,29956货,245货,180货,N/A,N/A,N/A,N/A
2010/9/8,7866.35,7898.76,7824.65,7851.31,1136.93,1237.95,1148,4.38,3.82,0.56,2815货,7.79货,147货,137货,8993,N/A,59.2窾,1.29窾,3.31窾,4.89窾,2929,N/A,473窾,2.30窾,17.0窾,14.7窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-32.4货,30297货,155货,187货,N/A,-2.62货,-944货,32.7货,35.3货,N/A,6.10货,609货,37.4货,31.3货,N/A,-28.9货,29927货,225货,254货,N/A,N/A,N/A,N/A
2010/9/9,7901.83,7903.47,7817.87,7835.54,1193.52,1243.01,1146.22,6.58,4.38,2.21,2819货,3.43货,156货,150货,1.32窾,N/A,59.6窾,3552,4.25窾,4.79窾,1838,N/A,484窾,11.2窾,20.5窾,9.30窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-736窾,30297货,191货,191货,N/A,-13.1货,-957货,25.6货,38.7货,N/A,8846窾,610货,41.8货,40.9货,N/A,-12.3货,29915货,259货,271货,N/A,N/A,N/A,N/A
2010/9/10,7900.56,7911.66,7859.33,7890.11,1209.83,1219.54,1174,11.4,5.78,5.62,2817货,-1.99货,151货,150货,1.37窾,N/A,57.8窾,-1.76窾,5.17窾,3.92窾,5053,N/A,492窾,7.82窾,10.3窾,2.50窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,47.9货,30345货,195货,147货,N/A,-3.78货,-961货,27.8货,31.5货,N/A,8.45货,619货,45.9货,37.4货,N/A,52.6货,29967货,268货,216货,N/A,N/A,N/A,N/A
2010/9/13,7961.98,8091.3,7946.98,8091.3,1472.33,1256.84,1232.72,28.4,10.3,18.09,2828货,11.6货,174货,161货,5156,N/A,59.4窾,1.57窾,3.77窾,5.58窾,2487,N/A,491窾,-9991,6.61窾,7.61窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,209货,30554货,373货,165货,N/A,2.29货,-959货,25.5货,23.3货,N/A,25.1货,644货,63.8货,38.7货,N/A,236货,30204货,463货,227货,N/A,N/A,N/A,N/A
2010/9/14,8121.68,8132.6,8081.79,8132.6,1408.97,1284.32,1256.5,46.55,17.55,29,2837货,8.32货,181货,172货,1.29窾,N/A,60.5窾,1.08窾,3.61窾,5.38窾,6850,N/A,491窾,4900,9.78窾,9.29窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,104货,30658货,264货,160货,N/A,5.26货,-953货,30.0货,24.8货,N/A,3.36货,647货,49.4货,46.0货,N/A,113货,30316货,343货,231货,N/A,N/A,N/A,N/A
2010/9/15,8152.63,8163.82,8113.97,8163.82,1461.78,1349.29,1293.62,62.75,26.59,36.16,2862货,25.2货,192货,167货,4604,N/A,61.0窾,5056,2.91窾,5.25窾,1.83窾,N/A,490窾,-1.75窾,5.04窾,6.79窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38.9货,30697货,247货,208货,N/A,1.79货,-952货,37.7货,35.9货,N/A,3.57货,651货,47.5货,43.9货,N/A,44.3货,30361货,332货,288货,N/A,N/A,N/A,N/A
2010/9/16,8174.85,8182.8,8099.75,8099.75,1334.31,1377.44,1310.22,72.27,35.73,36.54,2861货,-6690窾,174货,173货,6494,N/A,60.5窾,-4507,4.16窾,4.60窾,8278,N/A,489窾,-3447,6.14窾,6.48窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43.9货,30741货,207货,163货,N/A,-7.70货,-959货,29.4货,37.1货,N/A,-5.79货,645货,42.7货,48.5货,N/A,30.4货,30391货,279货,249货,N/A,N/A,N/A,N/A
2010/9/17,8150.94,8197.82,8134.3,8158.33,1510.53,1437.58,1328.56,82.23,45.03,37.2,2879货,17.8货,188货,167货,1.25窾,N/A,61.1窾,5599,3.88窾,5.28窾,8411,N/A,489窾,-8819,7.35窾,8.23窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75.4货,30816货,292货,217货,N/A,-2.04货,-961货,31.6货,33.7货,N/A,18.2货,663货,59.7货,41.5货,N/A,91.6货,30483货,384货,292货,N/A,N/A,N/A,N/A
2010/9/20,8174.88,8195.74,8161.82,8186.96,1227.58,1388.63,1322.73,90.74,54.17,36.57,2886货,6.53货,165货,157货,3666,N/A,62.4窾,1.32窾,3.13窾,5.04窾,5908,N/A,488窾,-2978,5.34窾,5.64窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57.5货,30874货,174货,117货,N/A,4.09货,-957货,32.5货,28.4货,N/A,1.22货,665货,38.8货,37.5货,N/A,62.9货,30546货,245货,183货,N/A,N/A,N/A,N/A
2010/9/21,8249.6,8251.42,8177.4,8196.4,1305.7,1367.98,1326.15,98.18,62.97,35.21,2891货,5.47货,176货,169货,8787,N/A,62.8窾,3928,3.42窾,4.27窾,4539,N/A,488窾,-1577,4.48窾,4.64窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41.7货,30916货,182货,140货,N/A,-4.06货,-961货,30.2货,34.3货,N/A,5.33货,670货,44.2货,38.9货,N/A,43.0货,30589货,256货,213货,N/A,N/A,N/A,N/A
2010/9/23,8201.68,8223.22,8154.97,8202.54,1363.98,1348.42,1348.85,102.12,70.8,31.32,2908货,16.6货,167货,149货,7435,N/A,64.0窾,1.16窾,3.21窾,4.96窾,5938,N/A,489窾,9298,12.0窾,11.0窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33.1货,30949货,288货,255货,N/A,-8.75货,-970货,28.0货,36.8货,N/A,1.26货,671货,43.3货,42.0货,N/A,25.6货,30614货,359货,333货,N/A,N/A,N/A,N/A
2010/9/24,8182.16,8190.96,8129.21,8166.62,1221.13,1325.78,1351.61,101.45,76.93,24.52,2907货,-1782窾,149货,147货,9686,N/A,62.7窾,-1.30窾,3.99窾,3.23窾,5382,N/A,495窾,5.58窾,11.7窾,6.13窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-24.7货,30924货,234货,259货,N/A,-13.7货,-984货,24.9货,38.6货,N/A,-8900窾,670货,35.4货,36.2货,N/A,-39.3货,30575货,294货,333货,N/A,N/A,N/A,N/A
2010/9/27,8239.11,8240.86,8189.38,8191.54,1265.6,1276.8,1357.19,102.97,82.14,20.83,2908货,8732窾,158货,156货,4605,N/A,63.7窾,1.03窾,3.23窾,4.59窾,3349,N/A,495窾,3843,6.20窾,5.82窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.8货,30965货,230货,189货,N/A,-7.00货,-991货,23.2货,30.2货,N/A,-8.43货,662货,38.3货,46.7货,N/A,25.4货,30600货,291货,266货,N/A,N/A,N/A,N/A
2010/9/28,8201.81,8211.42,8173.26,8189.44,1000.14,1231.31,1309.97,101.98,86.11,15.88,2911货,3.23货,115货,110货,9932,N/A,64.2窾,5251,3.19窾,3.96窾,2410,N/A,492窾,-2.84窾,8.83窾,11.7窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.7货,30977货,183货,171货,N/A,-5.42货,-996货,22.2货,27.6货,N/A,6.48货,668货,37.4货,30.9货,N/A,12.7货,30613货,242货,230货,N/A,N/A,N/A,N/A
2010/9/29,8241.65,8286.93,8218.75,8240.89,1446.82,1259.53,1313.76,104.52,89.79,14.73,2921货,9.95货,166货,154货,8841,N/A,65.9窾,1.63窾,4.16窾,6.33窾,5362,N/A,485窾,-6.84窾,4.53窾,11.4窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,86.6货,31063货,342货,256货,N/A,-3.73货,-1000货,27.8货,31.5货,N/A,7.26货,676货,52.1货,44.8货,N/A,90.1货,30703货,422货,332货,N/A,N/A,N/A,N/A
2010/9/30,8259.24,8267.55,8204.84,8237.78,1260.87,1238.91,1293.67,104.52,92.74,11.79,2933货,11.9货,152货,139货,5978,N/A,65.5窾,-3916,4.93窾,5.18窾,6356,N/A,481窾,-3.79窾,5.55窾,9.34窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.7货,31075货,237货,225货,N/A,-2.09货,-1002货,34.1货,36.2货,N/A,-4.34货,671货,39.2货,43.5货,N/A,5.30货,30708货,310货,305货,N/A,N/A,N/A,N/A
2010/10/1,8259.08,8260.28,8220.73,8244.18,1132.01,1221.09,1273.44,103.77,94.94,8.82,2936货,2.59货,140货,130货,1.54窾,N/A,65.7窾,1891,3.30窾,4.93窾,1.44窾,N/A,480窾,-1.95窾,10.2窾,12.2窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.5货,31098货,193货,169货,N/A,-2.19货,-1004货,27.3货,29.5货,N/A,2.34货,674货,39.4货,37.0货,N/A,23.6货,30732货,259货,236货,N/A,N/A,N/A,N/A
2010/10/4,8261.16,8300.04,8240.67,8246.1,1390.18,1246.01,1261.4,103.26,96.61,6.65,2940货,3.94货,181货,176货,6953,N/A,66.9窾,1.29窾,4.04窾,5.84窾,5134,N/A,483窾,3.87窾,8.11窾,4.25窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.7货,31123货,204货,180货,N/A,-3.84货,-1008货,30.0货,33.8货,N/A,-12.8货,661货,42.0货,54.8货,N/A,8.13货,30740货,276货,268货,N/A,N/A,N/A,N/A
2010/10/5,8217.86,8217.86,8155.3,8200.43,1199.31,1285.84,1258.57,96.52,96.59,-0.07,2942货,2.60货,136货,132货,6604,N/A,65.9窾,-1.04窾,4.69窾,4.30窾,6438,N/A,481窾,-2.64窾,5.82窾,8.46窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-29.3货,31094货,207货,236货,N/A,-2.92货,-1011货,29.5货,32.4货,N/A,-7.36货,653货,42.2货,49.6货,N/A,-39.6货,30701货,279货,318货,N/A,N/A,N/A,N/A
2010/10/6,8296.23,8301.39,8267.61,8284.03,1492.32,1294.94,1277.24,97.38,96.74,0.63,2956货,13.3货,190货,174货,9431,N/A,68.3窾,2.37窾,3.08窾,6.27窾,8192,N/A,487窾,6.30窾,11.2窾,4.86窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63.7货,31157货,271货,208货,N/A,3.06货,-1008货,30.2货,27.2货,N/A,13.2货,667货,55.4货,42.2货,N/A,80.0货,30780货,357货,277货,N/A,N/A,N/A,N/A
2010/10/7,8304.91,8310.8,8270.31,8283.92,1326.94,1308.15,1273.53,97.18,96.83,0.35,2967货,11.5货,163货,150货,7711,N/A,68.8窾,5269,3.36窾,4.30窾,4130,N/A,496窾,9.21窾,22.5窾,13.3窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-3.78货,31154货,241货,244货,N/A,5.83货,-1002货,26.1货,20.3货,N/A,6.03货,673货,42.0货,36.0货,N/A,8.08货,30789货,309货,301货,N/A,N/A,N/A,N/A
2010/10/8,8306.32,8309.91,8232.02,8244.19,1158.99,1313.55,1267.32,93.55,96.17,-2.63,2966货,-1.52货,129货,128货,8643,N/A,69.2窾,3614,3.03窾,3.60窾,2072,N/A,500窾,4.03窾,13.2窾,9.18窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2190窾,31154货,234货,234货,N/A,-2.64货,-1005货,23.3货,25.9货,N/A,-9.55货,663货,38.4货,47.9货,N/A,-12.0货,30777货,296货,308货,N/A,N/A,N/A,N/A
2010/10/11,8277.78,8277.78,8165.2,8176.76,967.31,1228.98,1237.49,84.98,93.93,-8.96,2945货,-20.6货,102货,121货,5743,N/A,68.7窾,-4841,3.80窾,3.56窾,2385,N/A,499窾,-9244,5.95窾,6.88窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59.3货,31213货,225货,166货,N/A,-5.96货,-1011货,16.5货,22.4货,N/A,-11.0货,652货,27.0货,38.0货,N/A,42.4货,30819货,268货,226货,N/A,N/A,N/A,N/A
2010/10/12,8176.7,8180.39,8058.59,8090.22,1032.69,1195.65,1240.75,69.77,89.1,-19.33,2947货,2.29货,112货,109货,7759,N/A,68.2窾,-4335,4.46窾,4.35窾,3259,N/A,497窾,-1.96窾,5.48窾,7.43窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-83.4货,31130货,172货,255货,N/A,-8.26货,-1019货,19.3货,27.6货,N/A,-10.8货,641货,31.3货,42.2货,N/A,-103货,30716货,223货,325货,N/A,N/A,N/A,N/A
2010/10/13,8116.69,8143.19,8067.87,8106.66,1069.27,1111.04,1202.99,57.16,82.71,-25.55,2953货,5.28货,114货,106货,1.09窾,N/A,68.3窾,725,4.11窾,4.47窾,2845,N/A,494窾,-3.83窾,11.3窾,15.1窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-28.7货,31101货,231货,260货,N/A,-8.79货,-1028货,24.6货,33.4货,N/A,-1.79货,639货,35.6货,37.4货,N/A,-39.3货,30677货,291货,330货,N/A,N/A,N/A,N/A
2010/10/14,8181.51,8252.2,8178.34,8215.45,1241.7,1093.99,1201.07,55.35,77.24,-21.89,2953货,1710窾,132货,130货,6450,N/A,70.7窾,2.43窾,2.72窾,5.76窾,6075,N/A,497窾,3.14窾,11.3窾,8.15窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,118货,31219货,317货,199货,N/A,2.55货,-1025货,31.4货,28.9货,N/A,8.40货,648货,45.6货,37.2货,N/A,129货,30806货,394货,266货,N/A,N/A,N/A,N/A
2010/10/15,8216.87,8242.77,8184.29,8205.3,1259.59,1114.11,1213.83,52.82,72.36,-19.53,2943货,-9.64货,143货,150货,7922,N/A,71.5窾,7013,4.57窾,5.73窾,4579,N/A,497窾,3511,7.09窾,6.74窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38.0货,31257货,219货,181货,N/A,-2.00货,-1027货,34.1货,36.1货,N/A,2.66货,651货,46.9货,44.2货,N/A,38.7货,30845货,300货,262货,N/A,N/A,N/A,N/A
2010/10/18,8209.39,8209.39,8057.12,8060.54,1142.12,1149.07,1189.03,41.27,66.14,-24.87,2941货,-2.26货,125货,124货,1.09窾,N/A,68.9窾,-2.52窾,6.64窾,4.55窾,4343,N/A,499窾,1.68窾,5.61窾,3.92窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-97.1货,31160货,175货,272货,N/A,-11.6货,-1039货,22.3货,33.9货,N/A,-14.0货,637货,35.0货,49.0货,N/A,-123货,30722货,232货,355货,N/A,N/A,N/A,N/A
2010/10/19,8044.9,8074.68,8018.31,8046.23,899.56,1122.45,1159.05,27.71,58.45,-30.74,2939货,-2.41货,81.8货,81.8货,8715,N/A,65.1窾,-3.86窾,5.00窾,4.11窾,2.98窾,N/A,502窾,3.55窾,8.59窾,5.04窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-56.5货,31103货,201货,258货,N/A,-8.10货,-1047货,19.1货,27.2货,N/A,-7.89货,629货,30.1货,38.0货,N/A,-72.4货,30649货,251货,323货,N/A,N/A,N/A,N/A
2010/10/20,7993.43,8131.19,7992.81,8124.62,1058.7,1120.34,1115.69,20.52,50.87,-30.35,2956货,17.3货,108货,93.8货,8081,N/A,64.5窾,-5564,4.91窾,4.90窾,5465,N/A,503窾,2225,8.97窾,8.75窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-33.7货,31070货,227货,261货,N/A,-2.21货,-1049货,22.6货,24.8货,N/A,17.7货,646货,49.1货,31.4货,N/A,-18.3货,30631货,299货,317货,N/A,N/A,N/A,N/A
2010/10/21,8135.57,8171.49,8109.79,8131.23,1227.85,1117.57,1105.78,18.05,44.3,-26.25,2960货,4.00货,125货,119货,5700,N/A,65.6窾,1.09窾,4.45窾,5.90窾,3679,N/A,501窾,-1.15窾,8.27窾,9.42窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.91货,31079货,299货,289货,N/A,3.05货,-1046货,31.5货,28.4货,N/A,-4.82货,641货,39.9货,44.7货,N/A,8.14货,30639货,370货,362货,N/A,N/A,N/A,N/A
2010/10/22,8169.51,8174.03,8148.26,8168.06,1042.56,1074.16,1094.14,18.2,39.08,-20.88,2963货,3.02货,115货,110货,6687,N/A,62.9窾,-2.71窾,3.96窾,4.44窾,3.19窾,N/A,501窾,-410,11.1窾,11.1窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.9货,31098货,212货,194货,N/A,4.45货,-1042货,31.5货,27.1货,N/A,3.13货,645货,35.0货,31.9货,N/A,26.5货,30666货,279货,252货,N/A,N/A,N/A,N/A
2010/10/25,8204.01,8307.59,8199.49,8306.98,1278.74,1101.48,1125.28,27.33,36.73,-9.4,2975货,12.4货,148货,135货,6341,N/A,63.8窾,9301,4.53窾,5.67窾,2069,N/A,501窾,-7530,11.6窾,12.3窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,153货,31251货,318货,166货,N/A,7.77货,-1034货,31.8货,24.0货,N/A,17.7货,662货,58.8货,41.1货,N/A,178货,30844货,409货,231货,N/A,N/A,N/A,N/A
2010/10/26,8336.95,8353.86,8319.01,8343.23,1206.71,1162.91,1142.68,38.93,37.17,1.76,2983货,7.49货,145货,136货,6884,N/A,64.6窾,7590,3.08窾,4.25窾,4093,N/A,500窾,-2909,5.31窾,5.60窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63.2货,31314货,228货,165货,N/A,-4.86货,-1039货,33.5货,38.3货,N/A,-1.81货,660货,41.2货,43.0货,N/A,56.5货,30900货,303货,246货,N/A,N/A,N/A,N/A
2010/10/27,8369.75,8372.52,8285.73,8291.04,1109.89,1173.15,1146.74,45.2,38.78,6.42,2986货,3.69货,131货,126货,6940,N/A,64.9窾,3301,3.96窾,4.54窾,2419,N/A,501窾,7325,5.87窾,5.14窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.2货,31340货,208货,182货,N/A,-6.75货,-1045货,24.0货,30.8货,N/A,-4.52货,656货,34.6货,39.2货,N/A,15.0货,30915货,267货,252货,N/A,N/A,N/A,N/A
2010/10/28,8315,8386.29,8281.52,8354.05,1287.12,1185,1151.29,52.3,41.48,10.82,2992货,5.47货,131货,124货,6341,N/A,66.1窾,1.18窾,4.11窾,5.54窾,2477,N/A,503窾,1.49窾,8.72窾,7.23窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,111货,31452货,385货,274货,N/A,-10.1货,-1056货,31.6货,41.8货,N/A,8.60货,665货,48.9货,40.3货,N/A,110货,31025货,466货,356货,N/A,N/A,N/A,N/A
2010/10/29,8348.39,8348.39,8278.72,8287.09,1076.06,1191.71,1132.93,53.78,43.94,9.84,2982货,-10.2货,107货,115货,1.04窾,N/A,66.4窾,3455,3.52窾,4.12窾,2490,N/A,502窾,-852,21.3窾,21.4窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.9货,31479货,238货,211货,N/A,-9.31货,-1065货,30.5货,39.9货,N/A,-7.57货,657货,33.9货,41.5货,N/A,10.1货,31035货,302货,292货,N/A,N/A,N/A,N/A
2010/11/1,8343.52,8407.91,8343.52,8379.75,1274.99,1190.95,1146.22,60.51,47.26,13.25,2973货,-8.87货,131货,137货,1.92窾,N/A,67.7窾,1.26窾,3.10窾,5.07窾,7014,N/A,503窾,8014,6.57窾,5.77窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,172货,31651货,371货,199货,N/A,-4.23货,-1069货,29.9货,34.1货,N/A,15.5货,672货,63.4货,47.9货,N/A,183货,31218货,464货,281货,N/A,N/A,N/A,N/A
2010/11/2,8380.06,8390.1,8344.76,8344.76,1158.54,1181.32,1172.12,63.36,50.48,12.89,2948货,-24.8货,121货,144货,8742,N/A,68.2窾,4942,3.87窾,4.71窾,3503,N/A,497窾,-6.47窾,2.59窾,9.06窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,106货,31757货,265货,159货,N/A,1.17货,-1068货,28.5货,27.3货,N/A,-5.01货,667货,46.1货,51.1货,N/A,103货,31321货,340货,237货,N/A,N/A,N/A,N/A
2010/11/3,8394.53,8398.3,8273.47,8293.9,1281.28,1215.6,1194.37,61.59,52.7,8.89,2909货,-39.4货,130货,168货,9539,N/A,68.4窾,2193,5.36窾,6.12窾,5339,N/A,499窾,2.30窾,8.04窾,5.75窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,140货,31897货,296货,156货,N/A,-15.9货,-1084货,27.1货,43.0货,N/A,-26.1货,641货,38.9货,65.0货,N/A,98.3货,31419货,362货,264货,N/A,N/A,N/A,N/A
2010/11/4,8321.36,8367.19,8317.86,8357.85,992.34,1156.64,1170.82,62.32,54.62,7.69,2908货,-3101窾,101货,98.4货,1.55窾,N/A,71.6窾,3.24窾,3.97窾,7.54窾,3292,N/A,500窾,8062,4.97窾,4.16窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,89.4货,31987货,240货,150货,N/A,-4263窾,-1084货,28.1货,28.5货,N/A,8.14货,649货,40.6货,32.4货,N/A,97.1货,31516货,308货,211货,N/A,N/A,N/A,N/A
2010/11/5,8444.81,8458.47,8420.65,8449.34,1559.72,1253.37,1222.54,69.69,57.64,12.06,2920货,11.7货,177货,163货,1.48窾,N/A,75.3窾,3.67窾,5.45窾,9.97窾,8406,N/A,498窾,-1.43窾,4.95窾,6.38窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,110货,32096货,310货,200货,N/A,8.56货,-1076货,42.9货,34.3货,N/A,12.0货,661货,54.4货,42.4货,N/A,130货,31646货,407货,277货,N/A,N/A,N/A,N/A
2010/11/8,8473.66,8473.66,8416.2,8430.58,1346.34,1267.64,1229.3,74.14,60.94,13.21,2926货,5.93货,167货,158货,8819,N/A,78.0窾,2.65窾,4.79窾,7.82窾,3825,N/A,498窾,-6437,2.36窾,3.00窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60.2货,32157货,206货,146货,N/A,7.42货,-1068货,41.1货,33.6货,N/A,-3.51货,658货,44.1货,47.6货,N/A,64.1货,31711货,291货,227货,N/A,N/A,N/A,N/A
2010/11/9,8430.7,8457.41,8421.13,8445.63,989.34,1233.8,1207.56,77.16,64.18,12.98,2930货,4.18货,112货,106货,1.00窾,N/A,79.4窾,1.44窾,3.52窾,5.23窾,2583,N/A,496窾,-2.31窾,4.73窾,7.04窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38.1货,32195货,192货,154货,N/A,-3.44货,-1072货,23.1货,26.5货,N/A,3005窾,658货,34.7货,34.4货,N/A,35.0货,31746货,250货,215货,N/A,N/A,N/A,N/A
2010/11/10,8457.09,8471.57,8425.24,8450.63,1163.79,1210.31,1212.95,79.21,67.19,12.02,2934货,3.48货,129货,124货,5484,N/A,79.2窾,-2208,4.36窾,4.39窾,2478,N/A,490窾,-5.31窾,6.22窾,11.5窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28.1货,32223货,224货,196货,N/A,3385窾,-1071货,24.8货,24.5货,N/A,-5501窾,658货,42.7货,43.3货,N/A,27.8货,31773货,291货,264货,N/A,N/A,N/A,N/A
2010/11/11,8437.02,8458.49,8422.96,8436.95,1055.39,1222.92,1189.78,79.06,69.56,9.5,2944货,10.5货,125货,114货,7154,N/A,79.4窾,2386,3.52窾,4.05窾,2949,N/A,488窾,-2.63窾,6.12窾,8.75窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.1货,32234货,188货,177货,N/A,1578窾,-1071货,24.3货,24.2货,N/A,3.54货,661货,43.1货,39.6货,N/A,14.8货,31788货,255货,240货,N/A,N/A,N/A,N/A
2010/11/12,8404.43,8416.35,8309.36,8316.05,986.97,1108.37,1180.87,70.11,69.67,0.44,2940货,-4.54货,107货,110货,1.19窾,N/A,77.4窾,-2.00窾,4.86窾,3.11窾,1480,N/A,485窾,-9557,6.10窾,7.06窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-66.2货,32168货,147货,213货,N/A,-6.31货,-1077货,16.7货,23.0货,N/A,-18.1货,643货,30.2货,48.2货,N/A,-90.6货,31698货,194货,284货,N/A,N/A,N/A,N/A
2010/11/15,8287.83,8301.35,8226.71,8240.65,881.06,1015.31,1141.48,55.36,66.81,-11.45,2926货,-13.5货,93.2货,105货,8861,N/A,71.2窾,-6.25窾,7.01窾,3.51窾,2.75窾,N/A,494窾,6.97窾,12.0窾,5.02窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-22.2货,32145货,135货,158货,N/A,-19.5货,-1097货,13.2货,32.7货,N/A,-1.46货,642货,29.8货,31.3货,N/A,-43.1货,31655货,178货,222货,N/A,N/A,N/A,N/A
2010/11/16,8234.22,8324.51,8234.22,8312.21,912.78,1000,1116.9,46.63,62.77,-16.14,2926货,1440窾,85.9货,83.4货,1.06窾,N/A,71.1窾,-398,4.10窾,4.76窾,5172,N/A,497窾,3.51窾,10.0窾,6.50窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-10.8货,32135货,200货,211货,N/A,-9.43货,-1106货,15.9货,25.3货,N/A,15.4货,657货,44.8货,29.4货,N/A,-4.85货,31650货,261货,266货,N/A,N/A,N/A,N/A
